timestamp,run_id,base_run_id,diff_id,diff_file,split,model,mode,top_k,retrieval_backend,n_evaluated,n_skipped,pred_col,exact_accuracy,adj1_accuracy,range_accuracy,mae,quadratic_kappa,under_triage_rate,over_triage_rate,expected_triage_cost,macro_recall,ma_mae,linear_weighted_gwet_ac2,prediction_entropy,n_unique_predicted,per_class_recall,git_hash,git_dirty,code_fingerprint,prompt_hash_rag,prompt_hash_llm,input_sha256,source_file,input_file,prompt_tokens,completion_tokens,cost_usd,pricing_source,notes
2026-02-26T03:52:49Z,,,,,scratch,gemini-2.0-flash,rag,5,bq,98,2,triage_RAG,0.5816,0.9592,,0.4592,0.2933,,,,,,,,,,66e548d,,,,,,scratch.csv,scratch_rag_triage_results.csv,,,,,
2026-02-26T03:52:58Z,,,,,scratch,gemini-2.0-flash,llm,0,none,100,0,triage_LLM,0.61,0.95,,0.44,0.2923,,,,,,,,,,66e548d,,,,,,scratch.csv,scratch_llm_triage_results.csv,,,,,
2026-03-01T01:41:36Z,,,,,scratch,gemini-2.0-flash,rag,5,faiss,99,1,triage_RAG,0.5556,0.9697,,0.4747,0.3325,,,,,,,,,,7cdc79e,,,,,,scratch.csv,scratch_rag_triage_results_20260301_013737.csv,,,,,
2026-03-01T01:53:17Z,,,,,dev,gemini-2.0-flash,rag,5,faiss,100,0,triage_RAG,0.54,0.97,,0.49,0.2564,,,,,,,,,,7cdc79e,,,,,,dev.csv,scratch_rag_triage_results_20260301_014313.csv,,,,,
2026-03-01T22:47:19Z,,,,,scratch,gemini-2.5-flash,rag,5,faiss,93,7,triage_RAG,0.4409,1.0,,0.5591,0.1223,,,,,,,,,,86de506,,,,,,scratch.csv,scratch_rag_triage_results_20260301_223142.csv,327544.0,1622.0,,unavailable,
2026-03-02T00:16:58Z,,,,,scratch,gemini-2.5-flash,llm,0,none,1,0,triage_LLM,1.0,1.0,,0.0,,,,,,,,,,,91d9a10,,,,,,scratch.csv,scratch_llm_triage_results_20260302_001337.csv,293.0,11.0,,unavailable,
2026-03-02T09:25:55Z,,,,,scratch,gemini-2.5-flash,llm,0,none,1,0,triage_LLM,1.0,1.0,,0.0,,,,,,,,,,,8ba96a9,,,,,,scratch.csv,scratch_llm_triage_results_20260302_092246.csv,293.0,11.0,,unavailable,tracking smoke
2026-03-02T09:29:04Z,,,,,scratch,gemini-2.5-flash,llm,0,none,1,0,triage_LLM,1.0,1.0,,0.0,,,,,,,,,,,8ba96a9,,,,,,scratch.csv,scratch_llm_triage_results_20260302_092246.csv,293.0,11.0,,unavailable,tracking schema check
2026-03-02T09:29:24Z,smoke_tracking_2,,fb2ddf3466f27b65,scratch_llm_triage_results_20260302_092845__vs__unknown.diff.json,scratch,gemini-2.5-flash,llm,0,none,1,0,triage,1.0,1.0,,0.0,,,,,,,,,,,8ba96a9,True,5b74889cbfa49ee17460e1a133723672c053acf89678cb8c885fc9ea2532ae32,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,d009d7a229129cf4bdbee4231036129edb83203f1005efd22d6daf16840c3a09,scratch.csv,scratch_llm_triage_results_20260302_092845.csv,0.0,0.0,,unavailable,tracking schema from manifest
2026-03-02T22:34:19Z,E00.5_llm_baseline,triage_20260302_184807_afba1e36,8fcd238b55831c78,dev_tune_llm_triage_results_20260302_222225__vs__triage_20260302_184807_afba1e36.diff.json,scratch,gemini-2.5-flash,llm,0,none,100,0,triage_LLM,0.54,1.0,,0.46,0.3556,,,,,,,,,,8602f33,True,0aeaa7a118259b80086b173c08e67a78c1cfe690ab988bdb51f795b611ddfe8e,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,dev_tune_llm_triage_results_20260302_222225.csv,41025.0,1100.0,0.015057,fallback_static,"E00.5 LLM-only baseline, dev_tune first 100 rows"
2026-03-03T21:52:06Z,sweep_20260302_234524_bc41138a,,,,dev_tune,gemini-2.5-flash,rag,5,faiss,20,0,triage_RAG,0.55,1.0,0.9,0.45,0.4231,,,,,,,,,,f6cc267,True,a88c7c15bcf8962a8fb45b025124789a6e25020bd10cbf0b784a6f1292722e24,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E01_smoke_concat_20260302_234524.csv,65215.0,220.0,0.020004,billing_catalog,E01 sweep plumbing smoke test
2026-03-03T21:52:07Z,sweep_20260303_030037_15bbe6a4,,,,dev_tune,gemini-2.5-flash,rag,5,faiss,150,0,triage_RAG,0.56,0.9867,0.9267,0.46,0.2315,,,,,,,,,,f6cc267,True,4f4bd974a78edeb143e3e0ccf23e2d452a42bf5eb6dc762e548007d1b5a9a988,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E02a_raw_ablation_concat_20260303_030037.csv,488856.0,1650.0,0.149957,billing_catalog,E02a concat query strategy
2026-03-03T21:52:08Z,sweep_20260303_030037_15bbe6a4,,,,dev_tune,gemini-2.5-flash,rag,5,faiss,150,0,triage_RAG,0.5067,1.0,0.9267,0.4933,0.1839,,,,,,,,,,f6cc267,True,4f4bd974a78edeb143e3e0ccf23e2d452a42bf5eb6dc762e548007d1b5a9a988,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E02a_raw_ablation_hpi_only_20260303_030037.csv,491859.0,1650.0,0.150858,billing_catalog,E02a hpi_only query strategy
2026-03-03T21:52:09Z,sweep_20260303_030037_bd0aa8e3,,,,dev_tune,gemini-2.5-flash,rag,5,faiss,150,0,triage_RAG,0.5467,0.9933,0.9267,0.4667,0.2359,,,,,,,,,,f6cc267,True,4f4bd974a78edeb143e3e0ccf23e2d452a42bf5eb6dc762e548007d1b5a9a988,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E02b_rewrite_rewrite_20260303_030037.csv,555232.0,6696.0,0.179962,billing_catalog,E02b rewrite query strategy
2026-03-03T22:18:32Z,E03a_llm_handbook,,,,dev_tune,gemini-2.5-flash,llm,0,none,150,0,triage_LLM,0.5,1.0,0.9467,0.5,0.2058,,,,,,,,,,56c6929,True,41d9b212837808510079344df9f58c4021eb798234a252e5ac757ad6de797c45,56faa4226202d9c85ce4385a6bde44d2ceb0d50e498fbb414abec101df734111,85fccb7a16272323c90179e4b6230deeb9db8525d9925a45f10250a95deffba6,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,dev_tune_llm_triage_results_20260303_215502.csv,4484054.0,1650.0,1.348516,billing_catalog,E03a LLM + handbook prefix
2026-03-03T22:40:55Z,E03b_rag_handbook,,,,dev_tune,gemini-2.5-flash,rag,5,faiss,150,0,triage_RAG,0.52,1.0,0.96,0.48,0.2184,,,,,,,,,,56c6929,True,41d9b212837808510079344df9f58c4021eb798234a252e5ac757ad6de797c45,56faa4226202d9c85ce4385a6bde44d2ceb0d50e498fbb414abec101df734111,85fccb7a16272323c90179e4b6230deeb9db8525d9925a45f10250a95deffba6,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E03b_rag_handbook_concat_20260303_215504.csv,4912506.0,1650.0,1.477052,billing_catalog,E03b RAG concat + handbook prefix
2026-03-03T23:22:31Z,E00.5v2_llm_baseline,,,,dev_tune,gemini-2.5-flash,llm,0,none,150,0,triage_LLM,0.5867,0.9933,0.9133,0.4267,0.3375,,,,,,,,,,56c6929,True,5b0d3b17f50bc7fc1602318780eb85606a5de22cd335f6e5c28b44e2943eb1af,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,dev_tune_llm_triage_results_20260303_230439.csv,60554.0,1650.0,0.021466,billing_catalog,"E00.5v2 LLM-only baseline, dev_tune first 150 rows (re-run for n=150 parity)"
2026-03-05T01:40:45Z,E04_20260305_014032_06f55022,,,,dev_tune,gemini-2.5-flash,rag_strip,5,faiss,2,0,triage_RAG,0.5,1.0,1.0,0.5,0.0,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_smoke_strip_20260305_014032.csv,933.0,22.0,0.004925,billing_catalog,E04 strip: snippet front-matter cleaning
2026-03-05T01:40:56Z,E04_20260305_014032_06f55022,,,,dev_tune,gemini-2.5-flash,rag_skip,5,faiss,2,0,triage_RAG,0.5,1.0,1.0,0.5,0.0,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_smoke_skip_20260305_014032.csv,933.0,22.0,0.004597,billing_catalog,E04 skip: snippet front-matter cleaning
2026-03-05T01:53:09Z,E04_20260305_015202_1f0c0551,,,,dev_tune,gemini-2.5-flash,rag_strip,5,faiss,3,0,triage_RAG,0.3333,1.0,0.6667,0.6667,0.0,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_smoke2_strip_20260305_015202.csv,8955.0,33.0,0.013427,billing_catalog,E04 strip: snippet front-matter cleaning
2026-03-05T01:54:04Z,E04_20260305_015202_1f0c0551,,,,dev_tune,gemini-2.5-flash,rag_skip,5,faiss,3,0,triage_RAG,0.3333,1.0,0.6667,0.6667,0.0,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_smoke2_skip_20260305_015202.csv,1655.0,33.0,0.007054,billing_catalog,E04 skip: snippet front-matter cleaning
2026-03-05T01:58:10Z,E04_20260305_015657_a6f0e802,,,,dev_tune,gemini-2.5-flash,rag_strip,5,faiss,3,0,triage_RAG,0.3333,1.0,0.6667,0.6667,0.0,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_smoke3_strip_20260305_015657.csv,8955.0,33.0,0.013427,billing_catalog,E04 strip: snippet front-matter cleaning
2026-03-05T01:58:10Z,E04_20260305_015657_a6f0e802,,,,dev_tune,gemini-2.5-flash,rag_skip,5,faiss,3,0,triage_RAG,0.3333,1.0,0.6667,0.6667,0.0,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_smoke3_skip_20260305_015657.csv,1655.0,33.0,0.007054,billing_catalog,E04 skip: snippet front-matter cleaning
2026-03-05T02:03:15Z,E04_20260305_020223_7817dad0,,,,dev_tune,gemini-2.5-flash,rag_strip,5,faiss,2,0,triage_RAG,0.5,1.0,1.0,0.5,0.0,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_smoke4_strip_20260305_020223.csv,6135.0,22.0,0.009708,billing_catalog,E04 strip: snippet front-matter cleaning
2026-03-05T02:46:30Z,E04_20260305_021442_f96b36ce,,,,dev_tune,gemini-2.5-flash,rag_skip,5,faiss,150,0,triage_RAG,0.5733,0.9933,0.9133,0.44,0.2833,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_snippet_cleaning_skip_20260305_021442.csv,89236.0,1650.0,0.448901,billing_catalog,E04 skip: snippet front-matter cleaning
2026-03-05T02:52:34Z,E04_20260305_021442_08b0f0a7,,,,dev_tune,gemini-2.5-flash,rag_strip,5,faiss,150,0,triage_RAG,0.5467,0.9867,0.9267,0.4733,0.2372,,,,,,,,,,a69b693,True,67f1914c7b9f2e86dee50926fccff4d3eec8d38d56f9d893c9fac9d92b6768ab,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_snippet_cleaning_strip_20260305_021442.csv,386043.0,1650.0,0.617135,billing_catalog,E04 strip: snippet front-matter cleaning
2026-03-05T04:34:12Z,E04_20260305_041145_ae219dfe,,,,dev_tune,gemini-2.5-flash,rag_strip,5,faiss,150,0,triage_RAG,0.58,1.0,0.9533,0.42,0.3125,,,,,,,,,,a69b693,True,dea452647526c81f08cec7753496f57a173b544433beef6f7b95b01f1aad2f4d,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_8k_snippet_cleaning_strip_20260305_041145.csv,1021155.0,1650.0,0.858209,billing_catalog,E04 strip: snippet front-matter cleaning
2026-03-05T04:34:24Z,E04_20260305_041145_e12321fd,,,,dev_tune,gemini-2.5-flash,rag_skip,5,faiss,150,0,triage_RAG,0.58,1.0,0.9533,0.42,0.3125,,,,,,,,,,a69b693,True,dea452647526c81f08cec7753496f57a173b544433beef6f7b95b01f1aad2f4d,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E04_8k_snippet_cleaning_skip_20260305_041145.csv,1017413.0,1650.0,0.856324,billing_catalog,E04 skip: snippet front-matter cleaning
2026-03-05T07:28:41Z,E04_20260305_070514_deee91fd,,,,dev_tune,gemini-2.5-flash,rag_strip,3,faiss,150,0,triage_RAG,0.5333,0.9933,0.9333,0.48,0.2034,,,,,,,,,,a69b693,True,dea452647526c81f08cec7753496f57a173b544433beef6f7b95b01f1aad2f4d,78698ba749674ab55998491df09d34f4ef02e68de94c4820525e903839debfe7,e66ebfd5ad7fd61c8f6b7ed653da370c0e9cc88aec767c47e90f1f24c1a3bc70,1236f0b9222900507cb909e491bcbabeb998535c6911b55155645bb56e000932,dev_tune.csv,E07_8k_strip_top3_strip_20260305_070514.csv,650089.0,1650.0,0.724299,billing_catalog,E04 strip: snippet front-matter cleaning
